"","Replication.Number.of.Total.Responses","Ticks","Shame","Bankrupt","Money","Sentiment","Replication.Number.of.Total.Responses.1","Ticks.1","Shame.1","Bankrupt.1","Money.1","Sentiment.1","Replication.Number.of.Total.Responses.2","Ticks.2","Shame.2","Bankrupt.2","Money.2","Sentiment.2","Replication.Number.of.Total.Responses.3","Ticks.3","Shame.3","Bankrupt.3","Money.3","Sentiment.3","Replication.Number.of.Total.Responses.4","Ticks.4","Shame.4","Bankrupt.4","Money.4","Sentiment.4","Replication.Number.of.Total.Responses.5","Ticks.5","Shame.5","Bankrupt.5","Money.5","Sentiment.5","Replication.Number.of.Total.Responses.6","Ticks.6","Shame.6","Bankrupt.6","Money.6","Sentiment.6","Replication.Number.of.Total.Responses.7","Ticks.7","Shame.7","Bankrupt.7","Money.7","Sentiment.7","Replication.Number.of.Total.Responses.8","Ticks.8","Shame.8","Bankrupt.8","Money.8","Sentiment.8","Replication.Number.of.Total.Responses.9","Ticks.9","Shame.9","Bankrupt.9","Money.9","Sentiment.9"
"1",1,5001,12.6348009280806,0,637849.019418938,-177225.977773997,2,5001,4.4979740857836,0,633266.844122356,-206833.061739757,3,5001,3.78684638412429,0,592136.281005548,-233378.019108065,4,5001,0.185735379178872,0,2987136.21213992,-175776.359510264,5,5001,2.24599641454474,0,1121256.42517693,-212355.605689575,6,5001,6.50391322649862,0,1140356.46061601,-185733.102777516,7,5001,1.2487154130933,0,2061292.32266651,-181565.513812174,8,5001,6.87699964609264,0,2858969.25195205,-188171.027149194,9,5001,1.66925386918921,0,698450.227294394,-199543.032136362,10,5001,12.5778655419823,0,523037.195619396,-129707.831421879
