"","H6_sample","Replication.Number.of.Total.Responses","Ticks","Shame","Bankrupt","Money","Sentiment","H6_sample.1","Replication.Number.of.Total.Responses.1","Ticks.1","Shame.1","Bankrupt.1","Money.1","Sentiment.1","H6_sample.2","Replication.Number.of.Total.Responses.2","Ticks.2","Shame.2","Bankrupt.2","Money.2","Sentiment.2","H6_sample.3","Replication.Number.of.Total.Responses.3","Ticks.3","Shame.3","Bankrupt.3","Money.3","Sentiment.3","H6_sample.4","Replication.Number.of.Total.Responses.4","Ticks.4","Shame.4","Bankrupt.4","Money.4","Sentiment.4","H6_sample.5","Replication.Number.of.Total.Responses.5","Ticks.5","Shame.5","Bankrupt.5","Money.5","Sentiment.5","H6_sample.6","Replication.Number.of.Total.Responses.6","Ticks.6","Shame.6","Bankrupt.6","Money.6","Sentiment.6","H6_sample.7","Replication.Number.of.Total.Responses.7","Ticks.7","Shame.7","Bankrupt.7","Money.7","Sentiment.7","H6_sample.8","Replication.Number.of.Total.Responses.8","Ticks.8","Shame.8","Bankrupt.8","Money.8","Sentiment.8","H6_sample.9","Replication.Number.of.Total.Responses.9","Ticks.9","Shame.9","Bankrupt.9","Money.9","Sentiment.9","H6_sample.10","Replication.Number.of.Total.Responses.10","Ticks.10","Shame.10","Bankrupt.10","Money.10","Sentiment.10","H6_sample.11","Replication.Number.of.Total.Responses.11","Ticks.11","Shame.11","Bankrupt.11","Money.11","Sentiment.11","H6_sample.12","Replication.Number.of.Total.Responses.12","Ticks.12","Shame.12","Bankrupt.12","Money.12","Sentiment.12","H6_sample.13","Replication.Number.of.Total.Responses.13","Ticks.13","Shame.13","Bankrupt.13","Money.13","Sentiment.13","H6_sample.14","Replication.Number.of.Total.Responses.14","Ticks.14","Shame.14","Bankrupt.14","Money.14","Sentiment.14","H6_sample.15","Replication.Number.of.Total.Responses.15","Ticks.15","Shame.15","Bankrupt.15","Money.15","Sentiment.15","H6_sample.16","Replication.Number.of.Total.Responses.16","Ticks.16","Shame.16","Bankrupt.16","Money.16","Sentiment.16","H6_sample.17","Replication.Number.of.Total.Responses.17","Ticks.17","Shame.17","Bankrupt.17","Money.17","Sentiment.17","H6_sample.18","Replication.Number.of.Total.Responses.18","Ticks.18","Shame.18","Bankrupt.18","Money.18","Sentiment.18","H6_sample.19","Replication.Number.of.Total.Responses.19","Ticks.19","Shame.19","Bankrupt.19","Money.19","Sentiment.19"
"1",0.408015789644034,1,15001,1.80150820811493,0,2719695.12831427,-1672168.56671154,0.0725771615686032,2,15001,2.48143319133375,0,3216127.5510949,-1242873.25386295,0.175454185259763,3,15001,2.56094739709127,0,3078065.73515216,-1778570.43959195,0.287029053869968,4,15001,2.80456015459745,0,2694357.62903883,-1765803.90622279,0.363157240338486,5,15001,2.02598237082284,0,1605751.44547719,-1429766.97281301,1.46784721918349,6,15001,2.68657348548637,0,1939241.79523511,-2995689.63963766,0.827604828869776,7,15001,1.77846820807108,0,1719758.146464,-2141934.39367296,0.165498907696456,8,15001,2.91029209349464,0,2841631.11889007,-2162766.95186932,0.246383999784787,9,15001,2.53490042621963,0,5668713.3941287,-1378581.82845094,0.246415716999521,10,15001,2.77989504260173,0,8563971.5098612,-2200707.70531105,0.00315446297672053,11,15001,1.85565603026046,0,2284540.97714366,-1074659.80287638,0.3152802915046,12,15001,2.67323111659147,0,495100.065813318,-2002057.71514565,0.139806222217157,13,15001,2.44001750414773,0,6176473.98385002,-1533685.24212901,0.0566428182787735,14,15001,2.36399164478481,0,4112261.44826049,-1553869.31433271,0.738680118520564,15,15001,2.36034291309091,0,1315501.13001619,-2755320.72144181,0.638476552539082,16,15001,2.78201468065827,0,1563768.97883373,-2127097.3466022,0.619280712144795,17,15001,2.20690297659487,0,359064.508219277,-1958239.83883343,1.76819438350008,18,15001,1.98273559077958,0,852117.060433143,-2655935.1567799,0.563064554190746,19,15001,2.93517943985954,0,3539152.16846535,-2429319.6105033,0.10507864889544,20,15001,1.76923412221368,0,4200439.1677108,-1242767.63332423
